No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Company,Industry,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Industry,Country,Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
39,ABTL,Autobytel Inc.,Technology,Internet Information Providers,USA,142.48,52.66,10.38,2.11,0.93,1.2,4.36,10.25,,0.00%,0.25,20.60%,1.62%,19.00%,25.00%,20.90%,46.70%,9.20%,Autobytel Inc.,Internet Information Providers,9.22,0.20%,-53.13%,64.40%,-2.32%,1.60%,1.99,2.50%,3.50%,3.20%,2.5,2.5,0.15,0.2,37.80%,3.80%,2.50%,-2.03%,3.65%,-3.97%,Internet Information Providers,USA,-26.17%,-2.90%,1.2,0.37,2.49%,2.81%,-2.41%,-3.66%,-11.79%,-14.36%,4.31%,-38.97%,21.83%,42.51,0.62%,-0.15%,1.8,74.37,0.7,13.06,0.46%,51837,3/9/2017 16:30
40,ABTX,"Allegiance Bancshares, Inc.",Financial,Regional - Southwest Banks,USA,456.66,20.65,15.2,,4.53,1.67,,,,0.00%,1.75,22.30%,24.48%,,,,31.10%,12.80%,"Allegiance Bancshares, Inc.",Regional - Southwest Banks,10.75,3.90%,-0.08%,31.90%,2.96%,1.17%,3.42,1.00%,8.30%,15.30%,,,0.75,0.75,,83.80%,22.70%,8.25%,8.73%,15.52%,Regional - Southwest Banks,USA,107.83%,-0.14%,,0.98,2.65%,2.99%,7.99%,5.76%,28.77%,-2.43%,18.17%,-2.43%,118.79%,67.53,1.69%,0.28%,2,36.66,1.54,36.1,1.98%,56619,1/24/2017 8:30
41,ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,Canada,148.1,,,,10.28,0.35,0.99,,,,-3.24,25.20%,53.80%,-2.30%,,3.10%,36.00%,-80.50%,Arbutus Biopharma Corporation,Biotechnology,34.54,8.16%,,66.00%,8.21%,1.91%,1.99,-27.70%,-35.30%,-15.90%,18.1,18.1,0,0,,,,5.88%,5.88%,-3.57%,Biotechnology,Canada,-13.74%,10.20%,1.15,0.14,5.88%,5.33%,4.20%,0.58%,-20.17%,-16.92%,14.89%,-50.73%,14.89%,56.52,0.00%,0.00%,2,332.3,0.15,2.7,0.00%,49633,3/8/2017 16:30
42,ABX,Barrick Gold Corporation,Basic Materials,Gold,Canada,23908.91,35.89,24.72,1.58,2.79,2.96,10.01,16.74,0.59%,14.20%,0.56,123.10%,2.77%,-34.00%,22.79%,-9.70%,116.20%,3.60%,Barrick Gold Corporation,Gold,1162.19,0.10%,0.00%,72.10%,-2.17%,1.34%,0.89,2.60%,8.70%,9.50%,2.7,1.6,0.98,1,39.90%,28.30%,7.70%,3.49%,19.21%,29.47%,Gold,Canada,61.41%,26.22%,-0.17,0.59,3.09%,2.74%,7.55%,18.93%,11.50%,-2.75%,46.05%,-13.85%,76.29%,72.35,-1.22%,-0.39%,2.5,17533.62,0.97,20.17,-1.61%,17083163,2/15/2017 16:30
43,ABY,Atlantica Yield plc,Utilities,Electric Utilities,United Kingdom,2122.69,,24.13,,2.17,1.15,2.6,6.03,3.06%,,-2.24,250.00%,1126.39%,,,,27.90%,10.50%,Atlantica Yield plc,Electric Utilities,58.57,,,54.70%,-1.50%,4.27%,5.26,-2.10%,-12.10%,4.00%,0.5,0.5,2.3,3.39,95.80%,44.20%,-23.00%,1.52%,-0.05%,19.42%,Electric Utilities,United Kingdom,36.75%,10.13%,,0.48,1.73%,2.13%,-0.39%,5.96%,14.06%,-3.92%,24.18%,-3.92%,56.34%,56.1,-0.09%,0.71%,2.4,474.91,0.64,21.31,0.61%,306030,2/28/2017 8:30
44,ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,4750.13,,,,879.65,7.98,8.07,,,,-2.14,-71.80%,3.40%,-43.90%,15.30%,,-57.80%,13407.70%,ACADIA Pharmaceuticals Inc.,Biotechnology,120.86,0.10%,-66.95%,99.20%,2.85%,19.02%,9.53,-54.70%,-58.50%,,15.4,15.3,0,0,74.50%,,,5.90%,24.98%,37.58%,Biotechnology,USA,98.79%,36.20%,3.97,1.54,4.30%,4.31%,11.48%,24.87%,24.38%,-2.99%,61.58%,-7.55%,130.79%,73.07,0.64%,-0.48%,2.2,2411.35,0.69,39.28,0.15%,1674691,2/27/2017 16:30
45,ACAT,Arctic Cat Inc.,Consumer Goods,Recreational Vehicles,USA,241.89,,,,0.48,2.18,,,,,-5.94,-288.10%,93.40%,-24.60%,16.00%,6.40%,,-29.30%,Arctic Cat Inc.,Recreational Vehicles,12.9,1.50%,0.00%,88.60%,6.72%,14.75%,5.1,-21.80%,-53.10%,-5.00%,1.8,0.4,0.71,0.71,6.90%,-16.60%,-15.20%,-0.05%,42.15%,24.33%,Recreational Vehicles,USA,15.72%,23.50%,1.62,0.43,0.44%,1.71%,4.07%,13.29%,18.26%,-5.36%,45.15%,-6.41%,52.93%,60.82,0.11%,0.05%,3.3,372.96,0.75,18.55,0.16%,279458,3/1/2017 8:30
46,ACC,"American Campus Communities, Inc.",Financial,REIT - Residential,USA,6549.51,60.65,52.06,2.55,8.35,1.88,202.15,,3.39%,198.40%,0.82,80.30%,13.18%,23.70%,23.81%,18.20%,402.80%,8.60%,"American Campus Communities, Inc.",REIT - Residential,131.25,0.60%,-3.14%,,1.23%,2.18%,3.87,1.60%,3.10%,2.70%,,,0.72,0.72,52.40%,22.30%,12.80%,0.73%,0.93%,9.43%,REIT - Residential,USA,17.67%,0.57%,0.26,0.78,1.75%,1.72%,1.51%,2.22%,2.33%,-2.24%,10.22%,-6.74%,21.66%,57.67,-0.06%,0.12%,2.5,738.33,0.89,49.61,0.06%,659524,2/21/2017 16:30
47,ACCO,ACCO Brands Corporation,Consumer Goods,Office Supplies,USA,1367.28,11.39,12.73,1.14,0.89,1.88,13.54,7.04,,0.00%,1.12,-1.00%,17.41%,41.70%,10.00%,3.30%,-30.80%,4.30%,ACCO Brands Corporation,Office Supplies,105.39,0.40%,-19.85%,95.20%,-0.24%,2.79%,5.05,5.80%,18.50%,9.10%,2,1.3,1.05,1.08,32.60%,10.70%,7.90%,-2.68%,3.67%,3.67%,Office Supplies,USA,82.21%,-2.68%,1.47,0.38,3.67%,3.08%,-0.80%,-2.35%,14.58%,-9.29%,5.83%,-9.29%,83.00%,45.46,-0.39%,0.00%,2,581.8,1.18,12.7,-0.39%,683855,2/22/2017 8:30
48,ACET,Aceto Corporation,Basic Materials,Chemicals - Major Diversified,USA,470.36,22.18,7.99,2.22,0.86,1.19,6.73,20.45,1.66%,34.80%,0.71,2.70%,31.00%,27.90%,10.00%,6.30%,-106.70%,-4.60%,Aceto Corporation,Chemicals - Major Diversified,29.25,3.40%,-11.62%,85.80%,-0.09%,9.72%,7.62,3.10%,6.40%,9.20%,2.2,1.5,0.93,0.97,24.50%,7.00%,3.80%,1.00%,-20.08%,-17.86%,Chemicals - Major Diversified,USA,-23.49%,-28.52%,1.36,0.6,2.47%,3.22%,-9.94%,-20.41%,-24.62%,-30.08%,7.06%,-39.16%,7.06%,26.06,0.03%,0.51%,2,372.93,0.71,15.7,0.54%,263489,2/2/2017 16:30
49,ACFC,Atlantic Coast Financial Corporation,Financial,Regional - Southeast Banks,USA,119.72,18.37,11.75,,3.53,1.35,1.75,,,0.00%,0.42,-16.90%,35.42%,16.00%,,-2.40%,190.30%,11.50%,Atlantic Coast Financial Corporation,Regional - Southeast Banks,11.51,1.20%,-0.29%,49.30%,-3.27%,0.12%,0.89,0.70%,7.50%,25.50%,,,0,0,,76.30%,18.90%,0.13%,5.67%,12.35%,Regional - Southeast Banks,USA,37.16%,12.35%,0.93,0.2,2.43%,2.28%,2.35%,5.22%,16.29%,-2.18%,15.23%,-2.18%,40.70%,56.28,-1.29%,0.26%,1,16.23,0.93,7.64,-1.04%,15165,1/25/2017 8:30
50,ACFN,"Acorn Energy, Inc.",Industrial Goods,Aerospace/Defense Products & Services,USA,10.56,,,,0.73,7.2,,,,,-0.07,,,10.02%,30.00%,,,-78.60%,"Acorn Energy, Inc.",Aerospace/Defense Products & Services,26.21,6.67%,5.62%,7.30%,380.76%,1.38%,2.97,,,,,,,,,,,2.86%,56.52%,111.76%,Aerospace/Defense Products & Services,USA,176.92%,100.00%,,0.06,20.97%,20.12%,5.42%,45.16%,74.12%,-35.71%,111.76%,-35.71%,260.00%,55.52,9.92%,5.65%,2,122.1,0.79,0.36,16.13%,96833,2/13/2017 16:30
51,ACGL,Arch Capital Group Ltd.,Financial,Property & Casualty Insurance,Bermuda,11538.13,17.88,15.77,1.61,2.62,1.73,13.69,8.35,,0.00%,5.26,16.60%,10.53%,6.15%,11.10%,,26.30%,9.60%,Arch Capital Group Ltd.,Property & Casualty Insurance,117.73,0.40%,-24.36%,88.50%,0.64%,1.37%,4.16,2.60%,9.70%,,,,0.3,0.3,,,15.10%,1.11%,7.23%,16.94%,Property & Casualty Insurance,Bermuda,37.00%,8.96%,0.61,1.11,1.00%,1.17%,3.89%,6.68%,19.16%,-0.06%,12.64%,-0.06%,44.31%,80.77,0.61%,-0.63%,2.7,387.97,1.01,94.02,-0.02%,390658,2/13/2017 16:30
52,ACH,Aluminum Corporation Of China Limited,Basic Materials,Aluminum,China,10579.28,298.64,,,0.68,1.37,3.87,40.74,,0.00%,0.04,101.20%,0.00%,-24.10%,,0.40%,100.00%,34.40%,Aluminum Corporation Of China Limited,Aluminum,138.36,,,1.40%,3.33%,0.06%,1.61,0.10%,0.50%,3.60%,0.8,0.5,1.18,2.73,2.90%,4.60%,0.20%,-0.61%,15.16%,25.14%,Aluminum,China,63.43%,28.70%,0.22,0.3,0.77%,0.84%,1.33%,13.02%,37.27%,-5.13%,32.33%,-5.13%,81.99%,58.56,-0.53%,-2.44%,3,49.28,0.58,13.14,-2.95%,28597,11/28/2016
53,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Specialized Health Services,USA,3667.85,747.19,16.81,49.7,1.41,1.65,131.94,,,0.00%,0.06,8.20%,5.23%,33.90%,15.03%,96.00%,-434.60%,53.20%,"Acadia Healthcare Company, Inc.",Specialized Health Services,84.5,1.00%,-77.05%,80.00%,6.45%,19.47%,15.03,0.00%,0.00%,5.60%,1,1,1.6,1.63,,14.60%,0.00%,9.54%,11.52%,12.46%,Specialized Health Services,USA,-21.68%,28.67%,0.87,1.12,3.32%,2.76%,8.97%,14.84%,-9.35%,0.76%,30.89%,-34.48%,30.89%,76.32,2.04%,-0.43%,1.6,1094.92,1.05,42.59,1.60%,1147437,2/23/2017 16:30
54,ACHN,"Achillion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,583.58,,,,18.47,1.45,1.43,,,,-0.3,94.30%,31.00%,41.10%,17.58%,93.50%,-180.90%,,"Achillion Pharmaceuticals, Inc.",Biotechnology,118.17,0.10%,20.77%,76.10%,-7.79%,9.03%,6.22,-9.20%,-9.50%,-3.40%,29.9,29.9,0,0,,,,-0.23%,4.40%,-6.15%,Biotechnology,USA,-36.27%,3.39%,1.65,0.2,6.05%,4.28%,0.61%,1.18%,-37.65%,-9.92%,8.51%,-57.55%,12.96%,50.27,0.00%,0.00%,2,1714.66,0.78,4.27,0.00%,1338970,3/2/2017 16:30
55,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2402.21,56.33,18.6,1.17,5.94,9.11,13.69,41.56,,0.00%,1.18,339.70%,12.90%,,48.24%,,294.70%,106.90%,"Acacia Communications, Inc.",Communication Equipment,31.41,37.20%,-32.13%,74.80%,10.82%,18.10%,4.55,18.60%,34.00%,533.20%,3.6,3.2,0,0,45.50%,22.80%,10.80%,18.85%,5.20%,-12.86%,Communication Equipment,USA,,7.82%,,3.23,6.76%,5.12%,10.79%,6.20%,-4.89%,-10.93%,22.73%,-48.28%,146.14%,60.83,3.48%,0.23%,1.9,1248.48,1.2,66.58,3.72%,1494834,2/23/2017 16:30
56,ACIM,SPDR MSCI ACWI IMI ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.84%,,,,,,,,,,SPDR MSCI ACWI IMI ETF,Exchange Traded Fund,,,,,,,1.16,,,,,,,,,,,1.04%,2.32%,6.42%,Exchange Traded Fund,USA,22.00%,4.47%,,0.49,0.53%,0.70%,1.46%,2.54%,6.75%,-0.23%,6.88%,-7.52%,25.52%,66.51,0.02%,0.04%,,14.92,0.34,68.45,0.06%,5099,
57,ACIU,AC Immune SA,Healthcare,Biotechnology,USA,710.74,,,,32.02,4.67,4.5,,,,-0.13,88.70%,-162.50%,,,,-145.30%,-94.70%,AC Immune SA,Biotechnology,54.86,,,15.90%,6.01%,1.71%,10.22,-6.60%,-7.40%,26.20%,14.5,14.5,0,0,,-30.40%,-31.30%,5.83%,0.47%,-18.37%,Biotechnology,USA,,-2.08%,,0.62,6.23%,4.58%,4.22%,-0.82%,-6.90%,-15.27%,10.23%,-36.35%,22.68%,51.09,1.84%,-1.89%,1.3,91.67,0.22,12.71,-0.08%,20268,11/11/2016
58,ACIW,"ACI Worldwide, Inc.",Technology,Technical & System Software,USA,2308.2,22.16,41.98,,2.38,3.33,45.35,68.29,,0.00%,0.9,24.20%,17.91%,21.80%,-14.25%,20.10%,-168.30%,-9.10%,"ACI Worldwide, Inc.",Technical & System Software,114.6,0.20%,-13.29%,,1.18%,6.93%,17.6,8.20%,22.20%,6.30%,0.7,0.7,0.94,1.07,53.60%,24.50%,15.70%,0.25%,5.40%,6.93%,Technical & System Software,USA,10.93%,9.64%,1.35,0.41,1.58%,2.22%,2.52%,4.76%,3.64%,-0.90%,11.80%,-9.55%,31.70%,59.89,0.81%,0.30%,2.1,451.11,0.83,19.9,1.12%,376337,3/2/2017 8:30
59,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,464.05,44.01,11.56,2.2,1.74,2.31,6.55,,,0.00%,0.36,-26.80%,46.67%,13.80%,20.00%,-3.50%,364.90%,-1.60%,"Axcelis Technologies, Inc.",Semiconductor Equipment & Materials,28.63,0.70%,-43.86%,80.70%,3.21%,3.29%,6.24,3.70%,5.60%,8.20%,6,3.4,0,0,37.30%,6.30%,4.10%,-1.86%,2.27%,11.66%,Semiconductor Equipment & Materials,USA,60.57%,8.59%,1.4,0.6,3.23%,3.25%,-0.17%,5.39%,25.08%,-6.78%,21.54%,-6.78%,77.13%,52,0.00%,0.00%,2.2,151.2,0.66,15.8,0.00%,100530,2/1/2017 16:30
60,ACM,AECOM,Services,Technical Services,USA,5964.12,36.12,11.73,7.06,0.34,1.72,8.16,9.95,,0.00%,1.05,159.50%,9.34%,-23.40%,5.12%,16.70%,325.20%,1.40%,AECOM,Technical Services,154.11,0.50%,-30.27%,85.50%,-2.76%,2.92%,3.58,1.20%,4.80%,5.60%,1.2,1.2,1.11,1.22,3.80%,2.70%,0.90%,-1.69%,6.76%,0.59%,Technical Services,USA,44.86%,3.82%,1.92,1.15,2.62%,2.97%,0.54%,0.65%,13.43%,-7.29%,9.07%,-7.29%,50.22%,50.76,-1.10%,-0.60%,2,1258.59,0.6,37.75,-1.69%,752443,2/7/2017 8:30
61,ACN,Accenture plc,Technology,Information Technology Services,Ireland,78460.06,17.94,18.94,1.8,2.22,10.16,19.23,24.28,2.00%,33.50%,6.76,35.40%,9.01%,13.70%,9.97%,4.90%,23.80%,6.40%,Accenture plc,Information Technology Services,589.15,0.20%,-9.89%,80.40%,-0.30%,1.51%,3.83,21.90%,59.50%,58.10%,1.2,1.2,0,0,29.60%,16.30%,12.20%,3.09%,4.96%,3.33%,Information Technology Services,Ireland,24.99%,3.50%,1.18,1.54,1.06%,1.32%,4.31%,2.92%,4.81%,-3.57%,7.94%,-3.57%,26.55%,65.17,0.60%,-0.17%,2.3,2321.72,0.82,121.23,0.42%,1904931,3/22/2017 8:30
62,ACNB,ACNB Corporation,Financial,Regional - Southwest  Banks,USA,177.58,15.97,,,4.44,1.48,3.04,45.53,2.72%,43.40%,1.84,6.60%,,5.20%,,-2.40%,-2.00%,5.20%,ACNB Corporation,Regional - Southwest  Banks,5.9,2.00%,1.58%,17.90%,7.04%,0.78%,6.02,1.00%,9.50%,27.80%,,,0.63,0.63,,90.50%,27.80%,-0.67%,-1.01%,1.34%,Regional - Southwest  Banks,USA,41.94%,-5.76%,0.24,0.61,2.01%,1.90%,-0.70%,-3.96%,8.89%,-10.08%,4.06%,-10.08%,43.41%,43.21,0.00%,0.51%,,7.63,0.93,29.45,0.51%,7120,1/27/2017
63,ACOR,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,1166.58,,15.37,,2.25,1.73,,,,,-0.76,-401.70%,59.19%,-24.60%,29.00%,12.20%,-132.60%,7.40%,"Acorda Therapeutics, Inc.",Biotechnology,45.3,1.80%,-24.44%,,-1.44%,9.98%,6.15,-2.70%,-5.20%,-2.90%,0.5,0.5,0.04,0.5,79.20%,-6.90%,-6.70%,2.02%,22.22%,24.02%,Biotechnology,USA,-26.22%,34.57%,1.63,1.23,5.18%,5.16%,14.87%,21.01%,9.49%,-3.25%,42.54%,-32.28%,54.27%,68.76,0.60%,-0.59%,2.5,734.73,0.74,25.3,0.00%,542234,2/14/2017 8:30
64,ACRE,Ares Commercial Real Estate Corporation,Financial,REIT - Diversified,USA,385.71,14.42,11.08,3.22,4.38,0.92,9.23,9.38,7.70%,71.20%,0.94,40.50%,-13.42%,32.47%,4.47%,,0.00%,-0.50%,Ares Commercial Real Estate Corporation,REIT - Diversified,25.56,0.30%,7.00%,73.00%,1.27%,0.72%,1.57,2.90%,10.00%,3.40%,,,2.6,2.6,53.90%,38.10%,46.70%,1.12%,-1.53%,3.45%,REIT - Diversified,USA,53.81%,-1.60%,0.81,0.21,1.52%,1.57%,0.19%,-0.94%,8.27%,-4.79%,5.59%,-4.79%,58.61%,53.05,-0.44%,0.22%,2.1,117.67,0.71,13.51,-0.22%,83514,2/28/2017 8:30
65,ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,714.84,,,,,7.36,8.51,,,,-2.01,-299.00%,-28.40%,,60.10%,,13.40%,,"Aclaris Therapeutics, Inc.",Biotechnology,25.64,6.20%,-51.16%,82.20%,38.35%,5.95%,5.75,-45.70%,-47.90%,,18.6,18.6,0,0,,,,5.17%,0.47%,21.96%,Biotechnology,USA,82.34%,2.73%,,1.09,3.47%,4.02%,4.64%,-0.29%,20.00%,-12.33%,12.28%,-12.33%,97.45%,53.16,1.34%,0.15%,1.2,265.43,0.46,27.88,1.49%,121548,3/22/2017 8:30
66,ACRX,"AcelRx Pharmaceuticals, Inc.",Healthcare,Medical Appliances & Equipment,USA,140.49,,,,11.06,44.29,1.52,,,,-0.98,28.30%,-12.20%,5.70%,,,-323.60%,-77.90%,"AcelRx Pharmaceuticals, Inc.",Medical Appliances & Equipment,44.34,34.47%,-3.75%,65.10%,-2.88%,8.25%,16.59,-37.60%,-240.10%,-38.20%,6.2,6.2,24.91,27.85,13.70%,,,-1.59%,14.81%,0.00%,Medical Appliances & Equipment,USA,-19.69%,19.23%,2.8,0.15,6.01%,4.86%,8.87%,10.01%,-0.58%,-6.06%,26.53%,-31.11%,29.17%,60.62,-1.59%,1.61%,2.2,220.66,0.8,3.1,0.00%,176815,3/2/2017 16:30
67,ACSF,"American Capital Senior Floating, Ltd.",Financial,Asset Management,USA,,15.11,11.19,,,0.96,,,,,0.84,275.50%,-56.20%,,,,,,"American Capital Senior Floating, Ltd.",Asset Management,,,,,,,0.4,,,,,,,,,,,-0.03%,1.97%,11.13%,Asset Management,USA,73.00%,7.94%,,0.21,1.35%,1.85%,0.97%,3.90%,17.94%,-1.94%,12.61%,-1.94%,78.95%,57.93,-0.39%,-0.78%,3,46.36,0.83,12.65,-1.17%,38361,2/27/2017 16:30
68,ACST,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,,,,,,,,,,,,,,,,,,,Acasti Pharma Inc.,Biotechnology,,,,,,,0.5,,,,,,,,,,,1.53%,5.56%,-0.75%,Biotechnology,Canada,-8.28%,6.40%,,0.1,4.62%,7.12%,1.49%,3.15%,-6.98%,-34.48%,19.82%,-56.96%,19.82%,55.49,4.72%,0.00%,,242.66,0.87,1.33,4.72%,210968,1/10/2017
69,ACTA,Actua Corporation,Technology,Application Software,USA,556.6,,2325,,4.84,1.68,13.32,,,,-2.19,-156.00%,103.70%,-31.80%,17.50%,4.10%,45.50%,12.00%,Actua Corporation,Application Software,35.21,3.50%,-3.12%,73.20%,-10.30%,2.77%,5.96,-11.90%,-16.00%,-29.60%,1.1,1.1,0,0,72.60%,-43.10%,-44.70%,-1.41%,-0.36%,3.33%,Application Software,USA,78.16%,-0.36%,1.61,0.34,2.09%,2.16%,-1.40%,-1.93%,20.39%,-8.70%,3.72%,-8.70%,91.62%,45.24,-1.06%,0.00%,1.7,163.5,0.47,13.95,-1.06%,77656,3/9/2017 8:30
70,ACTG,Acacia Research Corporation,Services,Business Services,USA,292.7,,10.83,,1.74,1.08,2,9.06,,,-3.2,-136.70%,-20.20%,-39.80%,20.00%,-1.10%,125.20%,397.70%,Acacia Research Corporation,Business Services,48.63,1.70%,10.35%,78.60%,0.88%,1.01%,1.82,-16.30%,-18.60%,-50.70%,4.6,4.6,0,0,68.30%,-22.60%,-31.80%,0.85%,1.72%,-7.81%,Business Services,USA,54.86%,-9.23%,1.31,0.28,4.07%,4.77%,1.07%,-7.73%,0.94%,-23.18%,6.31%,-23.18%,109.22%,46.26,1.72%,0.00%,2.7,270.26,0.64,5.9,1.72%,174199,1/26/2017 16:30
71,ACTX,Global X Guru Activist ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.81%,,,,,,,,,,Global X Guru Activist ETF,Exchange Traded Fund,,,,,,,2,,,,,,,,,,,1.02%,3.05%,8.96%,Exchange Traded Fund,USA,35.22%,4.35%,,0.06,0.20%,0.11%,1.50%,2.66%,9.27%,-0.93%,5.21%,-0.93%,35.22%,66.54,0.00%,-0.34%,,0.36,0.58,14.86,-0.34%,207,
72,ACU,Acme United Corporation,Consumer Goods,Housewares & Accessories,USA,85.63,15.7,14.39,1.57,0.71,1.82,13.59,428.13,1.60%,23.20%,1.6,-4.30%,7.41%,10.00%,10.00%,11.70%,23.90%,6.70%,Acme United Corporation,Housewares & Accessories,2.69,10.00%,0.00%,51.60%,9.22%,0.03%,0.15,6.10%,12.90%,8.00%,5.4,2.6,0.87,0.87,36.30%,6.90%,4.70%,-3.59%,1.45%,15.87%,Housewares & Accessories,USA,70.36%,-1.67%,0.73,0.93,3.46%,3.56%,-0.15%,2.49%,19.13%,-8.46%,19.56%,-8.46%,83.05%,49.22,-1.62%,-1.20%,1,6.01,0.61,25.04,-2.81%,3678,2/23/2017 8:30
73,ACUR,"Acura Pharmaceuticals, Inc.",Healthcare,Drug Delivery,USA,10.5,,,,3.09,,2.44,,,,-0.83,65.80%,54.90%,19.30%,,21.00%,16.50%,0.00%,"Acura Pharmaceuticals, Inc.",Drug Delivery,11.64,1.20%,0.00%,29.70%,-5.30%,0.77%,0.17,-79.80%,-285.10%,-25.60%,1.3,1.2,,,87.80%,,,-24.57%,52.17%,-16.51%,Drug Delivery,USA,-59.63%,12.19%,2.4,0.18,21.16%,24.78%,11.74%,10.64%,-41.95%,-38.58%,73.72%,-75.57%,73.72%,50.91,-5.51%,2.36%,2,534.98,1.57,0.86,-3.27%,838888,2/27/2017 16:30
74,ACV,AllianzGI Diversified Income & Convertible Fund,Consumer Goods,Personal Products,USA,,,,,,,,,,,,,,-3.05%,3.20%,,,,AllianzGI Diversified Income & Convertible Fund,Personal Products,,,,,,,0.15,,,,,,,,,,,-1.43%,5.48%,11.35%,Personal Products,USA,28.17%,6.60%,,0.28,1.30%,1.45%,1.01%,3.95%,8.09%,-2.48%,10.00%,-2.48%,31.11%,58.08,-0.15%,-0.25%,3,50.48,0.53,20.02,-0.40%,26827,
75,ACWF,iShares Edge MSCI Multifactor Global,Financial,Exchange Traded Fund,USA,,,,,,,,,1.89%,,,,,,,,,,iShares Edge MSCI Multifactor Global,Exchange Traded Fund,,,,,,,15.47,,,,,,,,,,,-0.62%,1.68%,8.27%,Exchange Traded Fund,USA,20.21%,5.44%,,0.25,0.29%,0.79%,-0.20%,2.22%,7.17%,-2.94%,6.88%,-2.94%,20.88%,55.6,-0.43%,0.24%,,1.52,0.99,25.41,-0.20%,1500,
76,ACWI,iShares MSCI ACWI,Financial,Exchange Traded Fund,USA,,,,,,,,,2.13%,,,,,,,,,,iShares MSCI ACWI,Exchange Traded Fund,,,,,,,1.34,,,,,,,,,,,1.12%,3.62%,8.58%,Exchange Traded Fund,USA,22.70%,5.49%,,0.35,0.51%,0.48%,1.79%,3.37%,7.82%,-0.19%,7.16%,-0.19%,25.11%,75.84,0.37%,-0.43%,,2125.83,1.08,62.42,-0.06%,2296069,
77,ACWV,iShares Edge MSCI Min Vol Global,Financial,Exchange Traded Fund,USA,,,,,,,,,2.52%,,,,,,,,,,iShares Edge MSCI Min Vol Global,Exchange Traded Fund,,,,,,,0.21,,,,,,,,,,,0.71%,2.93%,4.12%,Exchange Traded Fund,USA,9.23%,4.01%,,0.34,0.47%,0.41%,1.64%,2.56%,1.04%,0.05%,4.76%,-3.47%,10.43%,71.26,0.25%,-0.20%,,306.23,0.4,75.52,0.05%,122036,
78,ACWX,iShares MSCI ACWI ex US,Financial,Exchange Traded Fund,USA,,,,,,,,,2.68%,,,,,,,,,,iShares MSCI ACWI ex US,Exchange Traded Fund,,,,,,,0.69,,,,,,,,,,,0.64%,3.27%,8.87%,Exchange Traded Fund,USA,19.69%,5.76%,,0.24,0.46%,0.45%,1.26%,3.32%,6.18%,-0.35%,7.00%,-0.35%,22.64%,68.88,0.24%,-0.54%,,1091.21,0.84,42.59,-0.30%,915186,
79,ACXM,Acxiom Corporation,Technology,Information Technology Services,USA,2247.83,221.82,35.07,14.79,2.55,3.14,16.3,34.53,,0.00%,0.13,67.60%,16.30%,19.60%,15.00%,-5.30%,338.30%,0.90%,Acxiom Corporation,Information Technology Services,76.76,1.70%,0.00%,98.40%,1.32%,2.83%,6.41,0.90%,1.50%,-0.20%,1.5,1.5,0.28,0.33,45.10%,1.90%,1.20%,2.88%,9.87%,8.85%,Information Technology Services,USA,44.66%,9.25%,1.14,0.71,1.54%,2.49%,6.17%,7.71%,17.52%,-3.68%,18.35%,-3.68%,53.22%,64.61,1.07%,0.31%,1.7,339.14,1.5,29.28,1.39%,509767,1/31/2017 16:30
